data_evento,id_empresa,tipo_evento,pagamento,total_participantes,cobertura,coordenador,valor_faturado,royalties,desconto_contratante,contratante,categoria
2017-05-05,8,Concerto ao Ar Livre,SIM,356, City Digest,Natalia Silva,178065.0,26709.75,3561.3,Rivera Holdings,403
2017-05-05,3,Festival Cultural,NÃO,1250, News Flash,Geraldo Pereira,,0.0,0.0,Não Informado,403
2017-05-05,13, Encontro de Networking,NÃO,715,Yahoo,Vilma Soares,,0.0,0.0,Garcia Enterprises,403
2017-05-05,10,Concerto ao Ar Livre,SIM,875, Voice of the City,Geraldo Pereira,258262.0,38739.299999999996,5165.24,Gray Enterprises,402
2017-05-05,8,Seminário de Desenvolvimento Pessoal,50% PAGO,553, Media Spotlight,Geraldo Pereira,86763.0,13014.449999999999,1735.26,Hayes Holdings,403
2017-05-05,11,Exposição de Arte,50% PAGO,311, The Urban Express,Geraldo Pereira,66061.0,9909.15,1321.22,Coleman Holdings,400
2017-05-05,11, Desfile de Moda,NÃO,1003, The Urban Observer,Natalia Silva,,0.0,0.0,Stewart & Co,402
2017-05-05,6, Casamento de Luxo,50% PAGO,414, Media Spotlight,Vilma Soares,85920.0,12888.0,0.0,Stewart & Co,401
2017-05-05,19, Evento Beneficente,50% PAGO,117, The Urban Tribune,Vilma Soares,61719.0,9257.85,1234.38,Roberts Partners,401
2017-05-05,10,Exposição de Arte,50% PAGO,886,Yahoo,Vilma Soares,56338.0,8450.699999999999,1126.76,Gonzalez Group,400
2017-05-05,6, Desfile de Moda,NÃO,1178, Metro Tribune,Natalia Silva,,0.0,0.0,Gonzalez Group,402
2017-05-06,9, Encontro de Networking,SIM,399, People's Gazette,Marcelo Mendes,22920.0,3438.0,458.40000000000003,Gonzalez Group,401
2017-05-06,6,Workshop de Fotografia,50% PAGO,940, People's Gazette,Marcelo Mendes,63196.0,9479.4,1263.92,Evans Enterprises,400
2017-05-06,9, Feira Gastronômica,50% PAGO,964, Global News Network,Marcelo Mendes,154310.0,23146.5,0.0,Não Informado,402
2017-05-06,4, Fórum de Tecnologia,NÃO,424,Rede TV New (site),Marcelo Mendes,,0.0,0.0,Morris Enterprises,400
2017-05-06,4, Feira Gastronômica,NÃO,1322, The Information Hub,Vilma Soares,,0.0,0.0,Young Holdings,403
2017-05-07,11, Evento Beneficente,SIM,313, Urban Chronicle,Geraldo Pereira,155188.0,23278.2,3103.76,Coleman Holdings,400
2017-05-07,14, Convenção Empresarial,50% PAGO,625, Trend Watcher,Marcelo Mendes,132136.0,19820.399999999998,2642.7200000000003,Coleman Holdings,403
2017-05-07,17,Conferência Internacional,NÃO,1151, Urban Update,Marcelo Mendes,,0.0,0.0,Nelson Corporation,401
2017-05-07,2, Encontro de Networking,SIM,1277, News Flash,Geraldo Pereira,112501.0,16875.149999999998,0.0,Nelson & Sons,402
2017-05-07,11,Gala de Premiação,50% PAGO,795, City News Now,Natalia Silva,129335.0,19400.25,0.0,Stewart & Co,400
2017-05-08,15,Festival Cultural,50% PAGO,96, City Pulse,Natalia Silva,100719.0,15107.849999999999,2014.38,Coleman Holdings,403
2017-05-08,15, Fórum de Tecnologia,SIM,1264, The Daily Bulletin,Marcelo Mendes,201139.0,30170.85,4022.78,Smith Corporation,401
2017-05-08,17,Congresso Científico,SIM,933, Urban Update,Marcelo Mendes,206828.0,31024.199999999997,4136.56,Wilson Industries,402
2017-05-08,16, Feira Gastronômica,50% PAGO,528, Local Lens,Vilma Soares,72788.0,10918.199999999999,1455.76,Clark Corporation,400
2017-05-08,4, Encontro de Networking,50% PAGO,1321,O Globo,Geraldo Pereira,62463.0,9369.449999999999,1249.26,Não Cadastrado,403
2017-05-08,17, Convenção Empresarial,50% PAGO,981, City Digest,Geraldo Pereira,70881.0,10632.15,1417.6200000000001,Morgan Holdings,402
2017-05-08,12, Competição Esportiva,NÃO,408, Local Lens,Natalia Silva,,0.0,0.0,Johnson Enterprises,401
2017-05-08,17, Jantar de Gala,SIM,1163, Insightful Observer,Natalia Silva,250049.0,37507.35,0.0,Thomas Holdings,402
2017-05-08,16, Feira Gastronômica,SIM,674, Community Chronicle,Natalia Silva,42687.0,6403.05,853.74,Garcia Enterprises,402
2017-05-08,18, Casamento de Luxo,SIM,774, The Update,Natalia Silva,204491.0,30673.649999999998,0.0,Jones Partners,400
2017-05-08,13, Competição Esportiva,NÃO,997, The Informational Herald,Geraldo Pereira,,0.0,0.0,Não Informado,400
2017-05-08,5,Conferência Internacional,NÃO,1186,Jornal Folha,Vilma Soares,,0.0,0.0,Thomas Holdings,401
2017-05-08,15,Feira de Negócios,NÃO,424, The Urban Tribune,Marcelo Mendes,,0.0,0.0,Rodriguez Group,400
2017-05-08,4,Workshop de Fotografia,NÃO,1104, Insight Today,Natalia Silva,,0.0,0.0,Cook & Sons,402
2017-05-08,7,Concerto ao Ar Livre,NÃO,720, Newsline Journal,Natalia Silva,,0.0,0.0,Phillips & Sons,402
2017-05-08,5, Fórum de Tecnologia,50% PAGO,889, News Beat,Marcelo Mendes,93305.0,13995.75,0.0,Brown & Co,403
2017-05-08,16,Concerto ao Ar Livre,50% PAGO,887, Express News,Marcelo Mendes,58780.0,8817.0,0.0,Carter & Co,403
2017-05-16,15, Jantar de Gala,50% PAGO,341, City Pulse,Vilma Soares,99653.0,14947.949999999999,0.0,Johnson Enterprises,403
2017-05-16,6, Desfile de Moda,50% PAGO,438, Urban Herald,Natalia Silva,283081.0,42462.15,5661.62,Foster Corporation,402
2017-05-16,18,Congresso Científico,SIM,1307, The Urban Tribune,Marcelo Mendes,262595.0,39389.25,5251.900000000001,Mitchell Enterprises,400
2017-05-16,4,Congresso Científico,SIM,1232, City News Now,Geraldo Pereira,217683.0,32652.449999999997,0.0,Roberts Partners,401
2017-05-16,14,Seminário de Desenvolvimento Pessoal,NÃO,1125, Express News,Vilma Soares,,0.0,0.0,Davis Holdings,400
2017-03-30,19, Encontro de Networking,NÃO,449, Metro Messenger,Vilma Soares,,0.0,0.0,Coleman Holdings,403
