DATA;ESTADOS;UF;TOTAL DE ACESSOS;PERIODO_DE_ACESSOS;QTDE_SEGMENTOS_ESTADOS;TIPO_DE_CONTA;VALOR
05/03/2023;Ceará;CE;4079;Noite;Novelas;PLANO BASICO; R$ 19,90 
30/03/2023;São Paulo;SP;8252;Madrugada;Esporte;PLANO BASICO; R$ 19,90 
28/01/2023;Tocantins;TO;6824;Manhã;Novelas;PLANO PADRAO; R$ 27,90 
27/01/2023;Rio de Janeiro;RJ;4897;Madrugada;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
19/02/2023;Pará;PA;8592;Manhã;Drama;PLANO BASICO; R$ 19,90 
23/02/2023;Ceará;CE;4572;Manhã;Teen;PLANO PREMIUM; R$ 37,90 
11/02/2023;Tocantins;TO;1625;Tarde;Terror;PLANO BASICO; R$ 19,90 
23/01/2023;Rio Grande do Norte;RN;4290;Manhã;Braliseiros;PLANO PADRAO; R$ 27,90 
15/01/2023;Paraíba;PB;7452;Madrugada;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
03/03/2023;Minas Gerais;MG;1602;Manhã;Ação;PLANO PADRAO; R$ 27,90 
12/01/2023;Rio Grande do Norte;RN;5223;Noite;Asiaticos;PLANO BASICO; R$ 19,90 
27/01/2023;Rondônia;RO;3812;Tarde;Drama;PLANO PREMIUM; R$ 37,90 
18/01/2023;Amapá;AP;2821;Madrugada;Reality e Talks;PLANO PADRAO; R$ 27,90 
05/02/2023;Roraima;RR;9376;Madrugada;Teen;PLANO PREMIUM; R$ 37,90 
31/03/2023;Bahia;BA;8997;Noite;Novas Pers.Sobre. Def;PLANO BASICO; R$ 19,90 
12/01/2023;Tocantins;TO;3356;Noite;Drama;PLANO PADRAO; R$ 27,90 
02/02/2023;Pernambuco;PE;5316;Manhã;Drama;PLANO PADRAO; R$ 27,90 
29/03/2023;Pernambuco;PE;4415;Noite;Esporte;PLANO PREMIUM; R$ 37,90 
20/01/2023;Ceará;CE;4038;Noite;Series e Documentarios;PLANO BASICO; R$ 19,90 
07/01/2023;Mato Grosso do Sul;MS;854;Madrugada;Terror;PLANO PADRAO; R$ 27,90 
23/02/2023;Santa Catarina;SC;639;Noite;Teen;PLANO PREMIUM; R$ 37,90 
04/03/2023;Mato Grosso do Sul;MS;4670;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
17/02/2023;Minas Gerais;MG;4277;Manhã;Terror;PLANO BASICO; R$ 19,90 
27/02/2023;Pernambuco;PE;5168;Manhã;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
22/03/2023;Roraima;RR;5132;Noite;Comédia;PLANO PREMIUM; R$ 37,90 
19/02/2023;Minas Gerais;MG;9761;Madrugada;Reality e Talks;PLANO PADRAO; R$ 27,90 
23/03/2023;Piauí;PI;4686;Manhã;EUA;PLANO PADRAO; R$ 27,90 
06/03/2023;Tocantins;TO;7570;Manhã;Braliseiros;PLANO PADRAO; R$ 27,90 
14/01/2023;Tocantins;TO;6363;Noite;Series e Documentarios;PLANO PREMIUM; R$ 37,90 
09/02/2023;Goiás;GO;6131;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
27/01/2023;Maranhão;MA;5521;Madrugada;Drama;PLANO PREMIUM; R$ 37,90 
18/03/2023;Amapá;AP;1591;Manhã;Braliseiros;PLANO BASICO; R$ 19,90 
18/01/2023;Paraná;PR;1290;Tarde;Teen;PLANO PADRAO; R$ 27,90 
27/03/2023;Paraíba;PB;709;Madrugada;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
18/01/2023;Goiás;GO;8851;Tarde;Braliseiros;PLANO BASICO; R$ 19,90 
28/03/2023;Pará;PA;2981;Tarde;Romance;PLANO BASICO; R$ 19,90 
17/01/2023;Amapá;AP;9400;Manhã;EUA;PLANO BASICO; R$ 19,90 
04/03/2023;Paraíba;PB;9525;Tarde;Politica;PLANO PADRAO; R$ 27,90 
28/02/2023;Paraná;PR;835;Tarde;Misterio;PLANO PREMIUM; R$ 37,90 
24/01/2023;Acre;AC;9194;Tarde;Para Crianças;PLANO PREMIUM; R$ 37,90 
25/01/2023;Rondônia;RO;2311;Noite;Braliseiros;PLANO PREMIUM; R$ 37,90 
07/03/2023;Tocantins;TO;3621;Noite;Romance;PLANO BASICO; R$ 19,90 
04/03/2023;Santa Catarina;SC;9163;Noite;Braliseiros;PLANO PADRAO; R$ 27,90 
06/01/2023;Distrito Federal;DF;9771;Tarde;Romance;PLANO BASICO; R$ 19,90 
05/02/2023;Amapá;AP;8921;Manhã;Braliseiros;PLANO BASICO; R$ 19,90 
18/02/2023;Pernambuco;PE;9418;Tarde;Ação;PLANO PREMIUM; R$ 37,90 
07/03/2023;Distrito Federal;DF;1650;Tarde;Comédia;PLANO PREMIUM; R$ 37,90 
27/02/2023;Maranhão;MA;6302;Madrugada;Series e Documentarios;PLANO PADRAO; R$ 27,90 
19/02/2023;Bahia;BA;496;Noite;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
31/01/2023;Alagoas;AL;2942;Noite;Esporte;PLANO PREMIUM; R$ 37,90 
24/01/2023;Paraíba;PB;8649;Madrugada;Comédia;PLANO BASICO; R$ 19,90 
29/03/2023;Goiás;GO;2007;Manhã;Politica;PLANO BASICO; R$ 19,90 
21/02/2023;Sergipe;SE;7773;Madrugada;Series e Documentarios;PLANO BASICO; R$ 19,90 
06/01/2023;Amazonas;AM;4926;Madrugada;Teen;PLANO PREMIUM; R$ 37,90 
27/03/2023;Sergipe;SE;2085;Tarde;Ciência e Natureza;PLANO BASICO; R$ 19,90 
27/02/2023;Distrito Federal;DF;3552;Madrugada;Terror;PLANO PREMIUM; R$ 37,90 
23/03/2023;Rio de Janeiro;RJ;4376;Tarde;Esporte;PLANO BASICO; R$ 19,90 
01/02/2023;Rio Grande do Sul;RS;4685;Manhã;Terror;PLANO PREMIUM; R$ 37,90 
07/01/2023;Espírito Santo;ES;7922;Manhã;Para Crianças;PLANO PREMIUM; R$ 37,90 
19/03/2023;Mato Grosso;MT;2504;Madrugada;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
15/02/2023;Rondônia;RO;7515;Manhã;Misterio;PLANO PADRAO; R$ 27,90 
19/02/2023;Paraíba;PB;6403;Noite;Drama;PLANO PADRAO; R$ 27,90 
03/01/2023;Rondônia;RO;7216;Madrugada;Ciência e Natureza;PLANO BASICO; R$ 19,90 
10/01/2023;Roraima;RR;9730;Madrugada;Romance;PLANO BASICO; R$ 19,90 
11/02/2023;São Paulo;SP;1923;Manhã;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
12/01/2023;Amazonas;AM;3841;Manhã;Teen;PLANO PADRAO; R$ 27,90 
09/03/2023;Acre;AC;9342;Manhã;Asiaticos;PLANO PREMIUM; R$ 37,90 
21/03/2023;Goiás;GO;1098;Noite;Novas Pers.Sobre. Def;PLANO PREMIUM; R$ 37,90 
16/02/2023;São Paulo;SP;3953;Madrugada;Misterio;PLANO PREMIUM; R$ 37,90 
16/02/2023;Santa Catarina;SC;1561;Madrugada;Reality e Talks;PLANO PADRAO; R$ 27,90 
03/03/2023;Maranhão;MA;9199;Noite;EUA;PLANO PADRAO; R$ 27,90 
12/01/2023;Goiás;GO;7134;Madrugada;Asiaticos;PLANO BASICO; R$ 19,90 
15/02/2023;Piauí;PI;8832;Tarde;Romance;PLANO BASICO; R$ 19,90 
21/03/2023;Tocantins;TO;2459;Tarde;EUA;PLANO BASICO; R$ 19,90 
26/01/2023;Ceará;CE;1913;Tarde;Teen;PLANO PADRAO; R$ 27,90 
03/03/2023;Mato Grosso;MT;6196;Tarde;Reality e Talks;PLANO PREMIUM; R$ 37,90 
06/01/2023;Paraná;PR;7047;Tarde;Asiaticos;PLANO PADRAO; R$ 27,90 
21/01/2023;Goiás;GO;6188;Tarde;Reality e Talks;PLANO BASICO; R$ 19,90 
10/02/2023;Santa Catarina;SC;892;Manhã;Series e Documentarios;PLANO BASICO; R$ 19,90 
04/03/2023;Sergipe;SE;9351;Madrugada;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
14/02/2023;Paraná;PR;5115;Manhã;Anime;PLANO PREMIUM; R$ 37,90 
08/03/2023;Piauí;PI;9758;Manhã;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
05/01/2023;Mato Grosso;MT;8698;Madrugada;EUA;PLANO PADRAO; R$ 27,90 
23/02/2023;Sergipe;SE;3129;Tarde;Politica;PLANO PREMIUM; R$ 37,90 
20/02/2023;Paraná;PR;8399;Madrugada;Asiaticos;PLANO PADRAO; R$ 27,90 
07/03/2023;Goiás;GO;5469;Noite;Para Crianças;PLANO BASICO; R$ 19,90 
09/03/2023;Rio Grande do Norte;RN;9407;Manhã;Misterio;PLANO BASICO; R$ 19,90 
04/02/2023;Pernambuco;PE;5790;Manhã;Ficção Cientifica e fantasia;PLANO PREMIUM; R$ 37,90 
10/02/2023;Maranhão;MA;8719;Tarde;Reality e Talks;PLANO PREMIUM; R$ 37,90 
26/01/2023;Bahia;BA;6372;Tarde;Romance;PLANO PREMIUM; R$ 37,90 
30/03/2023;Mato Grosso;MT;579;Tarde;Novelas;PLANO BASICO; R$ 19,90 
23/02/2023;Pará;PA;627;Manhã;Ação;PLANO PADRAO; R$ 27,90 
28/02/2023;Minas Gerais;MG;5232;Noite;Anime;PLANO PREMIUM; R$ 37,90 
08/03/2023;Minas Gerais;MG;6357;Manhã;Para Crianças;PLANO BASICO; R$ 19,90 
07/02/2023;Ceará;CE;7992;Noite;Braliseiros;PLANO PREMIUM; R$ 37,90 
21/03/2023;Goiás;GO;4864;Madrugada;Politica;PLANO PREMIUM; R$ 37,90 
24/03/2023;Espírito Santo;ES;2097;Madrugada;Ação;PLANO PADRAO; R$ 27,90 
17/01/2023;Roraima;RR;5636;Madrugada;Braliseiros;PLANO PADRAO; R$ 27,90 
02/02/2023;Sergipe;SE;5831;Noite;EUA;PLANO BASICO; R$ 19,90 
26/01/2023;Acre;AC;3359;Manhã;Comédia;PLANO PADRAO; R$ 27,90 
16/01/2023;Paraná;PR;3434;Tarde;Novas Pers.Sobre. Def;PLANO PADRAO; R$ 27,90 
19/01/2023;Rio Grande do Norte;RN;634;Noite;Ação;PLANO BASICO; R$ 19,90 
20/01/2023;Amazonas;AM;940;Madrugada;EUA;PLANO BASICO; R$ 19,90 
03/02/2023;Mato Grosso do Sul;MS;3272;Noite;Novelas;PLANO PREMIUM; R$ 37,90 
17/02/2023;São Paulo;SP;7513;Madrugada;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
18/02/2023;Mato Grosso;MT;2089;Madrugada;Terror;PLANO PADRAO; R$ 27,90 
14/01/2023;Santa Catarina;SC;2746;Manhã;Ação;PLANO PREMIUM; R$ 37,90 
03/02/2023;Rio Grande do Norte;RN;2308;Madrugada;Anime;PLANO PADRAO; R$ 27,90 
26/02/2023;Amapá;AP;1599;Madrugada;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
07/01/2023;Paraíba;PB;5017;Tarde;Terror;PLANO PREMIUM; R$ 37,90 
28/02/2023;Piauí;PI;8038;Madrugada;Misterio;PLANO PADRAO; R$ 27,90 
19/02/2023;Rio de Janeiro;RJ;4199;Madrugada;Ciência e Natureza;PLANO PREMIUM; R$ 37,90 
27/01/2023;Piauí;PI;8513;Noite;Ciência e Natureza;PLANO PADRAO; R$ 27,90 
08/02/2023;Santa Catarina;SC;1568;Tarde;Teen;PLANO PREMIUM; R$ 37,90 
14/02/2023;Amazonas;AM;6832;Noite;Politica;PLANO BASICO; R$ 19,90 
03/02/2023;Rio de Janeiro;RJ;916;Tarde;Misterio;PLANO PADRAO; R$ 27,90 
